
--- [START 2019-07-09_19-58-20] ----------------------------------------------------------------

	@train_customized_gnn.py:  
	set random seed
		SEED = 1562673500
	set cuda environment
		torch.__version__              = 1.1.0
		torch.version.cuda             = 10.0.130
		torch.backends.cudnn.version() = 7501
		os['CUDA_VISIBLE_DEVICES']     = 0
		torch.cuda.device_count()      = 1



	SEED         = 1562673500
	PROJECT_PATH = /home/alexpartisan/Work/Data/Competition/CHAMP/GNN/build
	__file__     = /home/alexpartisan/Work/Data/Competition/CHAMP/GNN/build/train_customized_gnn.py
	out_dir      = /home/alexpartisan/Work/Data/Competition/CHAMP/GNN/results/0710_2

** dataset setting **
batch_size = 16
train_dataset : 
	mode   = train
	split  = train_split_by_mol_1_56669.npy
	csv    = train
	len    = 56669

valid_dataset : 
	mode   = train
	split  = valid_split_by_mol_1_28334.npy
	csv    = train
	len    = 28334


** net setting **
	initial_checkpoint = None
<class '__main__.Net'>

optimizer
  Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)
schduler
  NullScheduler
lr=0.00100 

** start training here! **
   batch_size =16,  iter_accum=1
                      |--------------- VALID ----------------------------------------------------------------|-- TRAIN/BATCH ---------
                      |std 18.3     4.5     3.1    10.9     3.7     1.3     4.0    3.7  |                    |        | 
rate     iter   epoch |    1JHC,   2JHC,   3JHC,   1JHN,   2JHN,   3JHN,   2JHH,   3JHH |  loss  mae log_mae | loss   | time          
--------------------------------------------------------------------------------------------------------------------------------------
0.00000    0.0*   0.0 |  +4.553, +1.025, +1.326, +3.860, +1.201, +0.080, +2.353, +1.569 | +2.915 21.09 +2.00 | +0.000 |  0 hr 01 min
0.00100    0.5    0.1 |  +1.071, +0.265, +0.636, +1.517, +0.269, -0.234, +0.305, +0.758 | +0.621  2.03 +0.57 | +0.786 |  0 hr 02 min
0.00100    1.0    0.3 |  +0.958, +0.027, +0.473, +1.058, +0.050, -0.320, -0.040, +0.563 | +0.437  1.58 +0.35 | +0.549 |  0 hr 03 min
0.00100    1.5    0.4 |  +0.806, -0.041, +0.404, +0.789, -0.099, -0.426, -0.144, +0.409 | +0.329  1.35 +0.21 | +0.432 |  0 hr 05 min
0.00100    2.0    0.6 |  +0.806, -0.119, +0.279, +0.782, -0.213, -0.470, -0.238, +0.210 | +0.239  1.26 +0.13 | +0.312 |  0 hr 06 min
0.00100    2.5*   0.7 |  +0.608, -0.182, +0.209, +0.690, -0.296, -0.550, -0.350, +0.095 | +0.127  1.13 +0.03 | +0.192 |  0 hr 08 min
0.00100    3.0    0.8 |  +0.598, -0.255, +0.189, +0.686, -0.406, -0.599, -0.416, -0.008 | +0.087  1.08 -0.03 | +0.138 |  0 hr 09 min
0.00100    3.5    1.0 |  +0.566, -0.278, +0.114, +0.558, -0.456, -0.673, -0.443, -0.071 | +0.035  1.01 -0.09 | +0.084 |  0 hr 11 min
0.00100    4.0    1.1 |  +0.458, -0.309, +0.077, +0.686, -0.442, -0.688, -0.495, -0.077 | -0.012  1.01 -0.10 | +0.082 |  0 hr 12 min
0.00100    4.5    1.3 |  +0.454, -0.329, +0.069, +0.440, -0.455, -0.702, -0.478, -0.122 | -0.028  0.94 -0.14 | +0.004 |  0 hr 14 min
0.00100    5.0*   1.4 |  +0.416, -0.313, +0.021, +0.555, -0.542, -0.746, -0.498, -0.207 | -0.063  0.94 -0.16 | +0.003 |  0 hr 15 min
0.00100    5.5    1.6 |  +0.335, -0.349, +0.004, +0.404, -0.535, -0.763, -0.563, -0.227 | -0.104  0.88 -0.21 | -0.026 |  0 hr 17 min
0.00100    6.0    1.7 |  +0.398, -0.406, +0.002, +0.469, -0.442, -0.811, -0.587, -0.234 | -0.101  0.90 -0.20 | -0.049 |  0 hr 18 min
0.00100    6.5    1.8 |  +0.374, -0.427, -0.029, +0.481, -0.599, -0.792, -0.575, -0.279 | -0.128  0.88 -0.23 | -0.071 |  0 hr 19 min
0.00100    7.0    2.0 |  +0.400, -0.438, -0.057, +0.371, -0.640, -0.774, -0.611, -0.247 | -0.134  0.86 -0.25 | -0.087 |  0 hr 21 min
0.00100    7.5*   2.1 |  +0.392, -0.460, -0.052, +0.374, -0.628, -0.853, -0.590, -0.313 | -0.145  0.84 -0.27 | -0.105 |  0 hr 22 min
0.00100    8.0    2.3 |  +0.370, -0.418, -0.064, +0.423, -0.643, -0.829, -0.635, -0.337 | -0.151  0.85 -0.27 | -0.130 |  0 hr 24 min
0.00100    8.5    2.4 |  +0.266, -0.472, -0.104, +0.248, -0.673, -0.842, -0.628, -0.305 | -0.202  0.79 -0.31 | -0.144 |  0 hr 25 min
0.00100    9.0    2.5 |  +0.273, -0.486, -0.099, +0.249, -0.718, -0.816, -0.675, -0.324 | -0.205  0.78 -0.32 | -0.180 |  0 hr 27 min
0.00100    9.5    2.7 |  +0.172, -0.506, -0.133, +0.399, -0.632, -0.903, -0.678, -0.335 | -0.246  0.79 -0.33 | -0.143 |  0 hr 28 min
0.00100   10.0*   2.8 |  +0.216, -0.497, -0.130, +0.319, -0.726, -0.896, -0.682, -0.312 | -0.232  0.78 -0.34 | -0.192 |  0 hr 30 min
0.00100   10.5    3.0 |  +0.205, -0.479, -0.154, +0.289, -0.707, -0.922, -0.717, -0.356 | -0.248  0.76 -0.36 | -0.214 |  0 hr 31 min
0.00100   11.0    3.1 |  +0.385, -0.403, -0.120, +0.213, -0.700, -0.842, -0.690, -0.379 | -0.178  0.80 -0.32 | -0.200 |  0 hr 33 min
0.00100   11.5    3.2 |  +0.183, -0.555, -0.178, +0.191, -0.694, -0.935, -0.721, -0.378 | -0.280  0.74 -0.39 | -0.184 |  0 hr 34 min
0.00100   12.0    3.4 |  +0.198, -0.560, -0.195, +0.180, -0.693, -0.955, -0.712, -0.412 | -0.287  0.73 -0.39 | -0.230 |  0 hr 35 min
0.00100   12.5*   3.5 |  +0.173, -0.533, -0.189, +0.215, -0.755, -0.845, -0.778, -0.413 | -0.288  0.73 -0.39 | -0.239 |  0 hr 37 min
0.00100   13.0    3.7 |  +0.195, -0.582, -0.197, +0.150, -0.692, -0.947, -0.741, -0.417 | -0.294  0.72 -0.40 | -0.251 |  0 hr 38 min
0.00100   13.5    3.8 |  +0.148, -0.574, -0.196, +0.208, -0.732, -0.944, -0.755, -0.425 | -0.306  0.72 -0.41 | -0.249 |  0 hr 40 min
0.00100   14.0    4.0 |  +0.238, -0.601, -0.226, +0.294, -0.771, -0.964, -0.729, -0.467 | -0.301  0.74 -0.40 | -0.265 |  0 hr 41 min
0.00100   14.5    4.1 |  +0.143, -0.597, -0.216, +0.428, -0.817, -0.940, -0.737, -0.429 | -0.316  0.75 -0.40 | -0.240 |  0 hr 43 min
0.00100   15.0*   4.2 |  +0.116, -0.619, -0.230, +0.087, -0.734, -0.972, -0.773, -0.461 | -0.342  0.69 -0.45 | -0.260 |  0 hr 44 min
0.00100   15.5    4.4 |  +0.136, -0.599, -0.229, +0.143, -0.819, -0.984, -0.792, -0.469 | -0.336  0.69 -0.45 | -0.321 |  0 hr 46 min
0.00100   16.0    4.5 |  +0.120, -0.613, -0.234, +0.084, -0.794, -1.000, -0.822, -0.445 | -0.344  0.68 -0.46 | -0.307 |  0 hr 47 min
0.00100   16.5    4.7 |  +0.086, -0.558, -0.252, +0.117, -0.800, -0.995, -0.720, -0.429 | -0.340  0.69 -0.44 | -0.282 |  0 hr 49 min
0.00100   17.0    4.8 |  +0.120, -0.642, -0.249, +0.086, -0.784, -0.974, -0.784, -0.511 | -0.359  0.68 -0.47 | -0.313 |  0 hr 50 min
0.00100   17.5*   4.9 |  +0.089, -0.613, -0.273, +0.101, -0.876, -1.006, -0.776, -0.475 | -0.367  0.67 -0.48 | -0.296 |  0 hr 52 min
0.00100   18.0    5.1 |  +0.085, -0.629, -0.265, +0.093, -0.871, -1.001, -0.830, -0.511 | -0.375  0.66 -0.49 | -0.289 |  0 hr 53 min
0.00100   18.5    5.2 |  +0.122, -0.648, -0.289, +0.013, -0.907, -1.040, -0.833, -0.530 | -0.384  0.65 -0.51 | -0.320 |  0 hr 54 min
0.00100   19.0    5.4 |  +0.179, -0.662, -0.284, +0.172, -0.845, -0.989, -0.825, -0.465 | -0.357  0.69 -0.46 | -0.341 |  0 hr 56 min
0.00100   19.5    5.5 |  +0.153, -0.660, -0.302, +0.069, -0.866, -0.972, -0.855, -0.508 | -0.378  0.66 -0.49 | -0.348 |  0 hr 57 min
0.00100   20.0*   5.6 |  +0.126, -0.683, -0.317, +0.193, -0.904, -1.053, -0.870, -0.564 | -0.401  0.67 -0.51 | -0.338 |  0 hr 59 min
0.00100   20.5    5.8 |  +0.155, -0.670, -0.297, +0.118, -0.878, -1.027, -0.798, -0.515 | -0.376  0.67 -0.49 | -0.358 |  1 hr 00 min
