
--- [START 2019-07-10_19-33-15] ----------------------------------------------------------------

	@train_customized_gnn.py:  
	set random seed
		SEED = 1562758395
	set cuda environment
		torch.__version__              = 1.1.0
		torch.version.cuda             = 10.0.130
		torch.backends.cudnn.version() = 7501
		os['CUDA_VISIBLE_DEVICES']     = 0
		torch.cuda.device_count()      = 1



	SEED         = 1562758395
	PROJECT_PATH = /home/alexpartisan/Work/Data/Competition/CHAMP/GNN/build
	__file__     = /home/alexpartisan/Work/Data/Competition/CHAMP/GNN/build/train_customized_gnn.py
	out_dir      = /home/alexpartisan/Work/Data/Competition/CHAMP/GNN/results/0711_1

** dataset setting **
batch_size = 16
train_dataset : 
	mode   = train
	split  = train_split_by_mol_0_56668.npy
	csv    = train
	len    = 56668

valid_dataset : 
	mode   = train
	split  = valid_split_by_mol_0_28335.npy
	csv    = train
	len    = 28335


** net setting **
	initial_checkpoint = None
<class '__main__.Net'>

optimizer
  Adam (
Parameter Group 0
    amsgrad: False
    betas: (0.9, 0.999)
    eps: 1e-08
    lr: 0.001
    weight_decay: 0
)
schduler
  NullScheduler
lr=0.00100 

** start training here! **
   batch_size =16,  iter_accum=1
                      |--------------- VALID ----------------------------------------------------------------|-- TRAIN/BATCH ---------
                      |std 18.3     4.5     3.1    10.9     3.7     1.3     4.0    3.7  |                    |        | 
rate     iter   epoch |    1JHC,   2JHC,   3JHC,   1JHN,   2JHN,   3JHN,   2JHH,   3JHH |  loss  mae log_mae | loss   | time          
--------------------------------------------------------------------------------------------------------------------------------------
0.00000    0.0*   0.0 |  +4.554, +1.031, +1.324, +3.862, +1.196, +0.103, +2.354, +1.577 | +2.913 21.11 +2.00 | +0.000 |  0 hr 02 min
0.00100    0.5    0.1 |  +1.351, +0.325, +0.612, +1.226, +0.286, -0.206, +0.133, +0.671 | +0.674  1.97 +0.55 | +0.678 |  0 hr 05 min
0.00100    1.0    0.3 |  +0.941, +0.021, +0.423, +0.939, +0.024, -0.370, -0.002, +0.423 | +0.394  1.49 +0.30 | +0.451 |  0 hr 09 min
0.00100    1.5    0.4 |  +0.743, -0.087, +0.288, +0.714, -0.122, -0.485, -0.191, +0.119 | +0.222  1.23 +0.12 | +0.317 |  0 hr 12 min
0.00100    2.0    0.6 |  +0.679, -0.210, +0.206, +0.719, -0.314, -0.617, -0.280, -0.055 | +0.126  1.13 +0.02 | +0.178 |  0 hr 16 min
0.00100    2.5*   0.7 |  +0.653, -0.237, +0.120, +0.601, -0.374, -0.682, -0.076, +0.001 | +0.100  1.10 +0.00 | +0.128 |  0 hr 20 min
0.00100    3.0    0.8 |  +0.637, -0.320, +0.018, +0.497, -0.494, -0.740, -0.449, -0.230 | -0.006  0.97 -0.14 | +0.053 |  0 hr 23 min
0.00100    3.5    1.0 |  +0.547, -0.358, +0.022, +0.477, -0.455, -0.684, -0.455, -0.279 | -0.041  0.95 -0.15 | -0.025 |  0 hr 27 min
0.00100    4.0    1.1 |  +0.295, -0.420, -0.029, +0.401, -0.525, -0.804, -0.234, -0.311 | -0.128  0.88 -0.20 | -0.073 |  0 hr 30 min
0.00100    4.5    1.3 |  +0.331, -0.436, -0.094, +0.475, -0.586, -0.836, -0.597, -0.360 | -0.173  0.85 -0.26 | -0.102 |  0 hr 34 min
0.00100    5.0*   1.4 |  +0.368, -0.452, -0.069, +0.462, -0.630, -0.820, -0.599, -0.357 | -0.159  0.85 -0.26 | -0.151 |  0 hr 38 min
0.00100    5.5    1.6 |  +0.276, -0.490, -0.134, +0.139, -0.651, -0.868, -0.543, -0.325 | -0.211  0.77 -0.32 | -0.144 |  0 hr 41 min
0.00100    6.0    1.7 |  +0.277, -0.545, -0.145, +0.418, -0.704, -0.834, -0.644, -0.330 | -0.227  0.81 -0.31 | -0.140 |  0 hr 45 min
0.00100    6.5    1.8 |  +0.353, -0.498, -0.190, +0.143, -0.659, -0.930, -0.608, -0.492 | -0.235  0.76 -0.36 | -0.170 |  0 hr 48 min
0.00100    7.0    2.0 |  +0.172, -0.570, -0.223, +0.240, -0.708, -0.965, -0.683, -0.498 | -0.312  0.73 -0.40 | -0.229 |  0 hr 52 min
0.00100    7.5*   2.1 |  +0.220, -0.550, -0.248, +0.127, -0.713, -0.905, -0.584, -0.441 | -0.293  0.73 -0.39 | -0.221 |  0 hr 56 min
0.00100    8.0    2.3 |  +0.138, -0.572, -0.277, +0.167, -0.544, -0.785, -0.738, -0.518 | -0.339  0.72 -0.39 | -0.258 |  0 hr 59 min
0.00100    8.5    2.4 |  +0.148, -0.616, -0.294, +0.488, -0.784, -0.995, -0.755, -0.556 | -0.359  0.74 -0.42 | -0.315 |  1 hr 03 min
0.00100    9.0    2.5 |  +0.167, -0.657, -0.306, +0.054, -0.789, -1.007, -0.780, -0.517 | -0.371  0.67 -0.48 | -0.278 |  1 hr 06 min
0.00100    9.5    2.7 |  +0.145, -0.679, -0.316, +0.035, -0.887, -1.024, -0.778, -0.585 | -0.393  0.65 -0.51 | -0.316 |  1 hr 10 min
0.00100   10.0*   2.8 |  +0.084, -0.605, -0.300, +0.110, -0.654, -1.035, -0.811, -0.575 | -0.385  0.67 -0.47 | -0.340 |  1 hr 14 min
0.00100   10.5    3.0 |  +0.442, -0.642, -0.286, +0.412, -0.825, -1.024, -0.654, -0.546 | -0.280  0.78 -0.39 | -0.374 |  1 hr 17 min
0.00100   11.0    3.1 |  +0.144, -0.663, -0.357, -0.042, -0.886, -1.062, -0.752, -0.642 | -0.411  0.64 -0.53 | -0.356 |  1 hr 21 min
0.00100   11.5    3.2 |  +0.071, -0.704, -0.382, -0.073, -0.878, -1.036, -0.681, -0.502 | -0.427  0.63 -0.52 | -0.351 |  1 hr 25 min
0.00100   12.0    3.4 |  +0.049, -0.714, -0.374, -0.124, -0.817, -1.026, -0.796, -0.633 | -0.452  0.61 -0.55 | -0.402 |  1 hr 28 min
0.00100   12.5*   3.5 |  +0.100, -0.722, -0.377, -0.026, -0.926, -1.056, -0.789, -0.635 | -0.443  0.62 -0.55 | -0.404 |  1 hr 32 min
0.00100   13.0    3.7 |  +0.156, -0.735, -0.360, +0.102, -0.832, -1.090, -0.833, -0.660 | -0.426  0.65 -0.53 | -0.418 |  1 hr 35 min
0.00100   13.5    3.8 |  +0.014, -0.726, -0.411, +0.211, -0.933, -1.088, -0.827, -0.626 | -0.476  0.64 -0.55 | -0.431 |  1 hr 39 min
0.00100   14.0    4.0 |  +0.000, -0.759, -0.436, +0.215, -0.968, -1.087, -0.914, -0.693 | -0.506  0.62 -0.58 | -0.448 |  1 hr 43 min
0.00100   14.5    4.1 |  +0.022, -0.768, -0.440, +0.149, -0.898, -1.144, -0.865, -0.667 | -0.500  0.62 -0.58 | -0.471 |  1 hr 46 min
0.00100   15.0*   4.2 |  -0.030, -0.763, -0.442, +0.051, -0.971, -1.094, -0.811, -0.662 | -0.510  0.60 -0.59 | -0.450 |  1 hr 50 min
0.00100   15.5    4.4 |  +0.075, -0.741, -0.438, -0.128, -0.961, -1.141, -0.926, -0.682 | -0.489  0.59 -0.62 | -0.446 |  1 hr 53 min
0.00100   16.0    4.5 |  -0.045, -0.728, -0.424, -0.162, -0.978, -1.140, -0.893, -0.656 | -0.509  0.57 -0.63 | -0.470 |  1 hr 57 min
0.00100   16.5    4.7 |  -0.027, -0.786, -0.442, -0.198, -0.947, -1.137, -0.823, -0.705 | -0.523  0.57 -0.63 | -0.511 |  2 hr 01 min
0.00100   17.0    4.8 |  -0.044, -0.819, -0.473, -0.148, -0.981, -1.100, -0.933, -0.704 | -0.550  0.56 -0.65 | -0.478 |  2 hr 04 min
0.00100   17.5*   4.9 |  -0.024, -0.701, -0.444, -0.068, -0.992, -1.151, -0.710, -0.759 | -0.504  0.59 -0.61 | -0.529 |  2 hr 08 min
0.00100   18.0    5.1 |  -0.086, -0.860, -0.491, -0.103, -0.950, -1.189, -0.891, -0.730 | -0.576  0.55 -0.66 | -0.526 |  2 hr 11 min
0.00100   18.5    5.2 |  -0.047, -0.759, -0.436, -0.120, -0.962, -1.150, -0.848, -0.712 | -0.523  0.57 -0.63 | -0.495 |  2 hr 15 min
0.00100   19.0    5.4 |  -0.047, -0.855, -0.510, -0.179, -1.034, -1.144, -0.985, -0.731 | -0.578  0.54 -0.69 | -0.501 |  2 hr 19 min
0.00100   19.5    5.5 |  -0.112, -0.789, -0.494, -0.176, -1.033, -1.193, -0.934, -0.741 | -0.577  0.54 -0.68 | -0.529 |  2 hr 22 min
0.00100   20.0*   5.6 |  -0.078, -0.822, -0.499, -0.164, -0.946, -1.221, -0.936, -0.786 | -0.579  0.54 -0.68 | -0.548 |  2 hr 26 min
0.00100   20.5    5.8 |  -0.080, -0.867, -0.524, -0.241, -1.038, -1.138, -0.989, -0.818 | -0.605  0.53 -0.71 | -0.553 |  2 hr 29 min
